     #v1       v2       v3       v4       v5       v6       v7  v8           v9        z
0.790021 0.354368 0.252840 0.004554 0.738362 0.521408 0.756520 1.0 5.738239e-02 0.324561
0.525201 0.140350 0.745543 0.979881 0.688905 0.644166 0.734636 0.0 4.786183e-01 0.513526
0.343480 0.229544 0.183829 0.011759 0.436716 0.526714 0.478107 1.0 2.963908e-02 0.203230
0.098413 0.562739 0.264036 0.002461 0.363146 0.208681 0.367206 1.0 6.500752e-02 0.285564
0.068728 0.073370 0.676928 0.733445 0.570384 0.411288 0.627373 0.0 3.894507e-01 0.432255
0.367495 0.177150 0.668216 0.784145 0.245238 0.316739 0.298066 0.0 3.872520e-01 0.440773
0.379350 0.199590 0.240345 0.152191 0.576701 0.564393 0.619255 1.0 5.035574e-02 0.223289
0.290081 0.823403 0.101308 0.160640 0.546330 0.582285 0.511158 1.0 1.003640e-02 0.344327
0.086191 0.119833 0.682154 0.685887 0.207290 0.455651 0.268600 0.0 3.991067e-01 0.459986
0.962289 0.104023 0.729378 0.991819 0.441156 0.668735 0.497578 0.0 4.548562e-01 0.500818
0.896435 0.291489 0.226056 0.068677 0.477689 0.087094 0.511179 0.0 4.533671e-02 0.222630
0.668385 0.912019 0.390334 0.075291 0.415103 0.461462 0.371873 0.0 1.509350e-01 0.350138
0.934235 0.904050 0.805166 0.718843 0.761653 0.587747 0.710157 0.0 6.411116e-01 0.624713
0.580374 0.329180 0.578529 0.743402 0.558604 0.249621 0.586508 0.0 2.988160e-01 0.411436
0.517551 0.967499 0.760429 0.710181 0.517339 0.344904 0.465108 0.0 5.780029e-01 0.593088
0.028917 0.571656 0.824534 0.717057 1.000000 0.549221 0.985580 0.0 6.344846e-01 0.568861
0.884153 0.108570 0.574262 0.991299 0.257334 0.326828 0.318704 0.0 2.822432e-01 0.407972
0.918035 0.252739 0.703794 0.730697 0.635188 0.433242 0.668692 0.0 4.358478e-01 0.519429
0.121915 0.078078 0.882694 0.722649 0.621371 0.551975 0.676357 1.0 6.627461e-01 0.676084
0.810242 0.099475 0.658901 0.732480 0.502229 0.403183 0.559390 1.0 3.708871e-01 0.495260
0.616097 0.224740 0.830514 0.912351 0.420517 0.483433 0.463079 0.0 6.036558e-01 0.574758
0.584565 0.933765 0.570108 0.772706 0.402449 0.528300 0.358369 0.0 3.230893e-01 0.477479
0.269819 0.126881 0.027919 0.110410 0.453872 0.585891 0.509582 0.0 6.762237e-04 0.224982
0.674830 0.290718 0.777646 0.855683 0.787196 0.336892 0.811581 0.0 5.359411e-01 0.569912
0.540300 0.296933 0.498996 0.130137 0.487216 0.438108 0.518515 0.0 2.209776e-01 0.336010
0.528765 0.028005 0.347307 0.065579 0.618095 0.323091 0.681783 1.0 1.016423e-01 0.321825
0.771910 0.284532 0.356652 0.115824 0.799865 0.230713 0.826105 0.0 1.126491e-01 0.257867
0.077038 0.907460 0.993740 0.865864 0.667822 0.485063 0.619543 0.0 9.770785e-01 0.855671
0.928678 0.310061 0.364880 0.093815 0.441625 0.504174 0.474592 1.0 1.184743e-01 0.333210
0.437275 0.306689 0.106987 0.070776 0.501551 0.095619 0.532102 1.0 1.019886e-02 0.298569
0.515621 0.445323 0.280992 0.007353 0.337158 0.706490 0.355449 0.0 7.206673e-02 0.199651
0.589457 0.255053 0.451327 0.020795 0.431965 0.679422 0.471273 1.0 1.793573e-01 0.321470
0.171612 0.034204 0.648822 0.785324 0.768362 0.378988 0.826912 1.0 3.550279e-01 0.455923
0.871060 0.764952 0.141580 0.164199 0.495703 0.529462 0.468412 1.0 1.938913e-02 0.300648
0.031762 0.646732 0.081499 0.078148 0.565584 0.587137 0.552800 0.0 6.302781e-03 0.192221
0.267485 0.655458 0.280447 0.164997 0.601576 0.635121 0.585390 1.0 7.455686e-02 0.306307
0.588152 0.736128 0.325557 0.142639 0.583620 0.641269 0.558191 0.0 1.018886e-01 0.267680
0.026655 0.956680 0.100681 0.153399 0.644499 0.357069 0.590300 1.0 1.013959e-02 0.290603
0.667984 0.807164 0.698941 0.838763 0.662039 0.254373 0.625569 0.0 4.752095e-01 0.509984
0.322981 0.489896 0.445198 0.011507 0.421744 0.431306 0.430703 0.0 1.823158e-01 0.294322
0.534341 0.179203 0.383365 0.104268 0.502321 0.353504 0.550639 0.0 1.275554e-01 0.239615
0.755702 0.904532 0.671363 0.703131 0.489275 0.510399 0.446433 0.0 4.458045e-01 0.497852
0.678356 0.950530 0.111341 0.072177 0.523153 0.753295 0.473491 0.0 1.238402e-02 0.283879
0.887149 0.324863 0.898034 0.910015 0.580466 0.688004 0.607195 0.0 7.192986e-01 0.692600
0.702695 0.384652 0.509589 0.992005 0.825381 0.579729 0.838990 1.0 2.342711e-01 0.459408
0.374350 0.889658 0.002143 0.024890 0.407186 0.228577 0.369034 1.0 5.150013e-06 0.283629
0.664206 0.107647 1.000000 0.979472 0.494935 0.317488 0.550710 0.0 8.555195e-01 0.684862
0.030920 0.017599 0.043528 0.105157 0.150426 0.405243 0.225740 0.0 1.602654e-03 0.173003
0.111490 0.439899 0.807716 0.691561 0.669261 0.623964 0.679107 0.0 5.944771e-01 0.571496
0.199250 0.000000 0.119036 0.025133 0.768214 0.479706 0.829821 0.0 1.189286e-02 0.202664
0.423978 0.849599 0.573307 0.756308 0.368674 0.553784 0.335669 1.0 3.220921e-01 0.479923
0.279118 0.802883 0.294928 0.027755 0.487000 0.227352 0.456197 0.0 8.459949e-02 0.323965
0.179941 0.715168 0.362471 0.026369 0.437756 0.530436 0.419712 0.0 1.258314e-01 0.276932
0.672450 0.114710 0.260073 0.015509 0.460553 0.679184 0.517903 1.0 5.799403e-02 0.224191
0.535682 0.318289 0.224521 0.005006 0.288472 0.616307 0.323964 1.0 4.494981e-02 0.245119
0.559748 0.549705 0.547040 0.786538 0.282790 0.235262 0.288836 0.0 2.782325e-01 0.433137
0.764862 0.148821 0.102720 0.124511 0.358935 0.455634 0.412846 0.0 9.123095e-03 0.223373
0.650059 0.065795 0.433665 0.090922 0.351971 0.337103 0.415804 0.0 1.596373e-01 0.272306
0.963838 0.428059 0.183182 0.062829 0.255695 1.000000 0.279328 1.0 3.054755e-02 0.277106
0.575884 0.317378 0.791483 0.863548 0.445553 0.327248 0.477206 1.0 5.579762e-01 0.622275
0.215852 0.957978 0.060068 0.046104 0.867287 0.586680 0.805829 0.0 3.617080e-03 0.243225
0.333941 0.855506 0.795076 0.925169 0.283855 0.776905 0.252855 0.0 6.200097e-01 0.695310
0.396112 0.958578 0.911507 0.834261 0.747364 0.244104 0.690411 0.0 8.291933e-01 0.780103
0.501746 0.669200 0.640686 0.748999 0.489131 0.624315 0.475257 1.0 3.898277e-01 0.580507
0.584239 0.678635 0.950537 0.879034 0.533895 0.597602 0.518759 0.0 8.593654e-01 0.824498
0.532378 0.748785 0.669584 0.934576 0.625194 0.260178 0.598312 0.0 4.317537e-01 0.520014
0.077751 0.403718 0.604272 0.826400 0.243735 0.371364 0.268793 1.0 3.305521e-01 0.485284
0.415431 0.049541 0.052461 0.014623 0.640350 0.352059 0.698703 1.0 2.340101e-03 0.228934
0.111621 0.416533 0.319907 0.151241 0.275419 0.635297 0.298349 0.0 9.290488e-02 0.263629
0.140590 0.761650 0.790126 0.895134 0.081085 0.669459 0.065730 0.0 6.025033e-01 0.630038
0.818645 0.293701 0.896305 0.931123 0.442083 0.221429 0.476910 0.0 7.123414e-01 0.616932
0.533893 0.845874 0.245371 0.043214 0.382481 0.311171 0.348606 1.0 5.900289e-02 0.338659
0.775516 0.575723 0.006100 0.065539 0.696273 0.496641 0.688357 0.0 3.641460e-05 0.273246
0.530699 0.048652 0.275456 0.039247 0.499173 0.545060 0.563535 0.0 6.421385e-02 0.225750
0.904286 0.095780 0.506531 0.855888 0.517788 0.405046 0.574206 0.0 2.190570e-01 0.355790
0.765451 0.397740 0.763625 0.916291 0.660045 0.217307 0.675158 0.0 5.272415e-01 0.587298
0.231995 0.797208 0.005204 0.025913 0.530943 0.277344 0.501019 0.0 2.777538e-05 0.226882
0.792884 0.468510 0.768604 0.755460 0.679144 0.654126 0.683809 0.0 5.411387e-01 0.565033
0.774842 0.774026 0.891773 0.772334 0.387925 0.546955 0.364459 0.0 7.691116e-01 0.677538
0.587634 0.865285 0.557075 0.786102 0.643663 0.339998 0.600466 0.0 3.049310e-01 0.464323
0.375411 0.043324 0.719561 0.815472 0.384813 0.564401 0.451583 1.0 4.374348e-01 0.481005
0.663404 0.244691 0.482840 0.117647 0.308002 0.368306 0.351124 0.0 2.048645e-01 0.330863
0.856418 0.242791 0.123151 0.005595 0.714704 0.443918 0.749112 0.0 1.334594e-02 0.135930
0.078537 0.727728 0.650832 0.812068 0.284704 0.576781 0.269301 1.0 4.064210e-01 0.601904
0.520688 0.733031 0.417185 0.026246 0.610824 0.809553 0.584138 0.0 1.671885e-01 0.323970
0.381561 0.163611 0.780548 0.793389 0.351411 0.550581 0.404687 0.0 5.269812e-01 0.530137
0.717368 0.081675 0.581125 0.978030 0.515491 0.219343 0.574168 1.0 2.875065e-01 0.445482
0.151005 0.446721 0.357963 0.028126 0.432293 0.531610 0.447599 0.0 1.169602e-01 0.286507
0.003974 0.189221 0.429150 0.100049 0.590328 0.268480 0.632028 0.0 1.601383e-01 0.327432
0.488749 0.777494 0.373134 0.157185 0.540215 0.054658 0.510461 1.0 1.347934e-01 0.375447
0.480094 0.449767 0.553010 0.799777 0.138368 0.343603 0.162514 0.0 2.792180e-01 0.428711
0.260014 0.368877 0.463980 0.121006 0.207744 0.335892 0.237538 0.0 1.936550e-01 0.347437
0.340228 0.727578 0.780491 0.907642 0.779332 0.416657 0.750528 1.0 5.844270e-01 0.643391
0.153590 0.253714 0.604934 0.970251 0.325343 0.418039 0.367998 1.0 3.220843e-01 0.474332
0.811657 0.307235 0.862069 0.749195 0.522952 0.364276 0.552737 1.0 6.606545e-01 0.707999
0.905483 0.383629 0.978638 0.823108 0.269772 0.487382 0.296387 1.0 8.636166e-01 0.822180
0.246855 0.218495 0.056875 0.044560 0.504057 0.519008 0.545133 0.0 2.841270e-03 0.213643
0.841598 0.839616 0.845431 0.680234 0.255055 0.616221 0.225675 0.0 6.991140e-01 0.704182
0.382413 0.878182 0.583750 0.769828 0.456895 0.278545 0.418828 1.0 3.355607e-01 0.491910
0.076130 0.725738 0.924366 0.957487 0.101574 0.457980 0.090024 0.0 8.194410e-01 0.814580
0.108869 0.195662 0.747585 0.779765 0.689082 0.476023 0.727582 0.0 4.864196e-01 0.548923
0.889181 0.413774 0.183367 0.021442 0.349813 0.258125 0.371350 1.0 3.052868e-02 0.279810
0.351656 0.068294 0.589281 0.748835 0.608700 0.579204 0.667388 0.0 2.948540e-01 0.392953
0.044427 0.271999 0.868665 0.722798 0.649891 0.380656 0.679712 0.0 6.663488e-01 0.572275
0.019723 0.676466 0.355272 0.092858 0.520558 0.188362 0.503182 1.0 1.200659e-01 0.341722
0.580809 0.265973 0.497955 0.110071 0.649543 0.251220 0.681552 0.0 2.187715e-01 0.334560
0.311823 0.024092 0.544843 0.757466 0.166035 0.358617 0.241983 0.0 2.498734e-01 0.363850
1.000000 0.008522 0.560560 0.771690 0.313927 0.329461 0.386948 0.0 2.636733e-01 0.370171
0.560080 0.963849 0.973877 0.859184 0.354242 0.225121 0.308165 0.0 9.473689e-01 0.881097
0.448794 0.844744 0.228714 0.094007 0.579611 0.454507 0.542456 0.0 5.125845e-02 0.267204
0.442731 0.315139 0.744944 0.820229 0.390283 0.353246 0.421569 1.0 4.940904e-01 0.579516
0.138950 0.618482 0.113220 0.031984 0.904582 0.452113 0.884472 0.0 1.209078e-02 0.186443
0.168886 0.814902 0.902778 0.911029 0.556916 0.720903 0.523627 0.0 7.937852e-01 0.766765
0.129251 0.881274 0.792243 0.918690 0.569629 0.587605 0.527435 0.0 6.183082e-01 0.648034
0.641163 0.100109 0.513751 0.793601 0.599042 0.486634 0.651658 1.0 2.255356e-01 0.406684
0.812442 0.185124 0.909947 0.903055 0.787815 0.373356 0.827337 1.0 7.191350e-01 0.650245
0.006805 0.158783 0.606428 0.804917 0.384257 0.275329 0.436769 0.0 3.178301e-01 0.416857
0.263554 0.150266 0.787716 0.907032 0.605868 0.278292 0.653633 0.0 5.353169e-01 0.571578
0.541070 0.095753 0.396894 0.155805 0.691035 0.666789 0.741765 1.0 1.345118e-01 0.315811
0.279330 0.791778 0.093589 0.153627 0.484468 0.675832 0.454713 0.0 8.520881e-03 0.228285
0.846676 0.982547 0.042636 0.074795 0.616822 0.419072 0.558979 0.0 1.833465e-03 0.244670
0.000630 0.564412 0.691494 0.999375 0.560309 0.324054 0.558100 0.0 4.457035e-01 0.557600
0.338400 0.161215 0.967016 0.939759 0.710061 0.621484 0.754895 0.0 8.084082e-01 0.650961
0.515742 0.034176 0.676449 0.730333 0.333432 0.436386 0.403147 1.0 3.858968e-01 0.482489
0.326173 0.967845 0.845503 0.969651 0.572003 0.320780 0.517618 1.0 7.145809e-01 0.766972
0.374231 0.031045 0.933818 0.821820 0.547034 0.175955 0.610461 0.0 7.348594e-01 0.629225
0.698870 0.441938 0.750147 0.799489 0.598600 0.806504 0.608685 0.0 5.129632e-01 0.527237
0.451229 0.786955 0.776545 0.993265 0.560395 0.592064 0.530541 0.0 5.845287e-01 0.700576
0.224478 0.309663 0.800544 0.707910 0.325613 0.401166 0.362046 0.0 5.699950e-01 0.569860
0.202063 0.018875 0.777729 0.871349 0.574299 0.327320 0.637995 1.0 5.085249e-01 0.614513
0.164125 0.324022 0.563915 0.675571 0.333874 0.825119 0.365560 0.0 2.836395e-01 0.404645
0.724296 0.093905 0.457977 0.117245 0.533594 0.636355 0.591495 0.0 1.790191e-01 0.242359
0.328572 0.091105 0.903469 0.813672 0.333847 0.412352 0.394985 0.0 6.960844e-01 0.570612
0.464796 0.626524 0.068360 0.034069 0.576987 0.544688 0.567189 1.0 4.421505e-03 0.311022
0.263045 0.419745 0.938321 0.973481 0.393620 0.377531 0.414442 0.0 7.992586e-01 0.766006
0.857228 0.265479 0.362516 0.139257 0.499624 0.301133 0.535878 0.0 1.159632e-01 0.242086
0.250172 0.537535 0.365720 0.109932 0.707422 0.418906 0.704940 0.0 1.241164e-01 0.271387
0.367921 0.920290 0.512332 0.847939 0.490477 0.607925 0.444047 0.0 2.603448e-01 0.449746
0.026569 0.899005 0.631294 0.853149 0.606715 0.434497 0.562002 0.0 3.938207e-01 0.578858
0.171222 0.782774 0.718976 0.749655 0.382462 0.435515 0.356279 0.0 5.007269e-01 0.577999
0.439798 0.877215 0.185619 0.045510 0.358371 0.472237 0.322475 1.0 3.395944e-02 0.345776
0.454194 0.821741 0.482233 0.016292 0.444666 0.471548 0.411497 0.0 2.268237e-01 0.380269
0.506936 0.538815 0.871163 0.898959 0.683083 0.393955 0.679125 0.0 7.040898e-01 0.716632
0.907150 0.762491 0.035579 0.040533 0.306873 0.459996 0.285206 1.0 1.231492e-03 0.323502
0.772517 0.209254 0.734421 0.782609 0.428619 0.392657 0.474022 0.0 4.706711e-01 0.474160
0.174152 0.958760 0.902616 0.712174 0.761132 0.399666 0.705017 1.0 8.131240e-01 0.788290
0.844301 0.659486 0.673988 0.954644 0.420777 0.456762 0.409110 1.0 4.306588e-01 0.546543
0.324681 0.709551 0.254166 0.074666 0.288414 0.546244 0.274925 1.0 6.182998e-02 0.349999
0.946554 0.354545 0.733482 0.693944 0.342043 0.537171 0.372697 0.0 4.825564e-01 0.523826
0.925951 0.331094 0.044179 0.040373 0.823481 0.347554 0.843192 1.0 1.753918e-03 0.292365
0.218054 0.007573 0.526514 0.957231 0.301427 0.298601 0.373880 1.0 2.325812e-01 0.416020
0.217487 0.806574 0.374232 0.141680 0.432410 0.447900 0.403899 0.0 1.362697e-01 0.346388
0.817751 0.075064 0.971630 0.971907 0.548231 0.497456 0.605376 0.0 8.025234e-01 0.668851
0.533856 0.719045 0.735047 0.993581 0.324275 0.809116 0.308971 1.0 5.175926e-01 0.581186
0.274304 0.505363 0.313347 0.029052 0.512797 0.166872 0.519549 0.0 9.059673e-02 0.288295
0.482196 0.420140 0.428708 0.101388 0.610953 0.333317 0.623462 0.0 1.669175e-01 0.292750
0.930117 0.511540 0.232231 0.000000 0.543845 0.287989 0.549304 0.0 4.983467e-02 0.286925
0.927138 0.072894 0.490230 0.091666 0.484669 0.465120 0.543735 0.0 2.042673e-01 0.328602
0.714160 0.863272 0.853653 0.794546 0.395326 0.461942 0.359897 0.0 7.156619e-01 0.688955
0.972344 0.158689 0.188793 0.153016 0.506843 0.521009 0.557461 0.0 3.083661e-02 0.149664
0.411177 0.974546 0.789486 0.684472 0.546000 0.392106 0.493376 0.0 6.237462e-01 0.662887
0.626672 0.586397 0.325372 0.155538 0.189233 0.487276 0.194484 0.0 9.911712e-02 0.257450
0.797291 0.158115 0.693230 0.818993 0.451465 0.345877 0.501372 0.0 4.152495e-01 0.443067
0.563359 0.483665 0.734735 0.704829 0.631620 0.249459 0.637963 0.0 4.958764e-01 0.556594
0.072445 0.096379 0.928759 0.676681 0.503318 0.317948 0.561177 0.0 7.363540e-01 0.614576
0.184206 0.088522 0.881906 0.938368 0.525989 0.433492 0.584701 1.0 6.629234e-01 0.695932
0.041676 0.057907 0.346510 0.047062 0.411234 0.387701 0.475401 0.0 1.017783e-01 0.233415
0.298650 0.324897 0.336063 0.090710 0.490694 0.482359 0.519899 1.0 1.007872e-01 0.279816
0.552246 0.340631 0.674214 0.746999 0.294823 0.310823 0.326809 0.0 4.066774e-01 0.477631
0.531525 0.211227 0.503507 0.829347 0.520507 0.403900 0.563459 0.0 2.213514e-01 0.378432
0.006970 0.066204 0.110776 0.014339 0.614821 0.532631 0.674048 0.0 1.043776e-02 0.168935
0.678086 0.153479 0.917325 0.836690 0.409023 0.569934 0.460866 0.0 7.263836e-01 0.684984
0.519457 0.160333 0.968002 1.000000 0.422666 0.439223 0.474368 0.0 8.099181e-01 0.669986
0.857689 0.297615 0.768542 0.872846 0.546872 0.858668 0.576150 0.0 5.241509e-01 0.595120
0.685634 0.174114 0.905245 0.824983 0.556927 0.468904 0.604016 0.0 7.102126e-01 0.595269
0.689482 0.737469 0.621613 0.952366 0.480597 0.435416 0.457942 0.0 3.713859e-01 0.478229
0.141042 0.193254 0.780549 0.993026 0.436044 0.543211 0.484128 0.0 5.300067e-01 0.548492
0.161181 0.303129 0.187233 0.033205 0.424382 0.639414 0.458490 1.0 3.117831e-02 0.274918
0.452133 0.476661 0.037459 0.030883 0.657144 0.721642 0.662831 0.0 1.296866e-03 0.222030
0.141931 0.585227 0.317582 0.065111 0.445213 0.512304 0.444176 0.0 9.441027e-02 0.287794
0.898084 0.360513 0.922086 0.822630 0.377955 0.826315 0.404892 0.0 7.634124e-01 0.682322
0.570609 0.349439 0.393316 0.137374 0.402018 0.609917 0.430122 0.0 1.386718e-01 0.276531
0.949933 0.347300 0.742029 0.793769 0.648820 0.666344 0.670338 0.0 4.931980e-01 0.528852
0.117576 0.637858 0.001831 0.044096 0.448650 0.465299 0.439538 1.0 3.673553e-06 0.311830
0.961352 0.876143 0.668472 0.857816 0.217443 0.537774 0.185320 0.0 4.398500e-01 0.577424
0.251953 0.504805 0.468756 0.036360 0.306573 0.378816 0.318860 1.0 2.026631e-01 0.379477
0.673962 0.394148 0.161434 0.132333 0.781134 0.480176 0.792440 0.0 2.358168e-02 0.196248
0.418378 0.727232 0.302414 0.015890 0.256243 0.255672 0.241530 0.0 8.778700e-02 0.249527
0.623494 0.056710 0.550165 0.680952 0.386624 0.662541 0.451042 1.0 2.564304e-01 0.412623
0.578579 0.114486 0.644006 0.728004 0.078955 0.544947 0.146377 0.0 3.553537e-01 0.427025
0.176356 0.853698 0.157760 0.074481 0.280800 0.286718 0.247901 0.0 2.443947e-02 0.244692
0.201417 0.724725 0.918861 0.928056 0.828653 0.638913 0.797159 0.0 8.095684e-01 0.744610
0.155450 0.371297 0.763825 0.791494 0.835563 0.339699 0.850516 0.0 5.249358e-01 0.593771
0.928106 0.735328 0.159981 0.089548 0.318763 0.480442 0.299428 0.0 2.462364e-02 0.258369
0.755613 0.122725 0.896263 0.827627 0.361886 0.226370 0.420954 0.0 6.892787e-01 0.580980
0.140178 0.762399 0.946001 0.953886 0.570330 0.723718 0.543762 0.0 8.637350e-01 0.806580
0.152128 0.493597 0.537250 0.802078 0.619642 0.335849 0.623289 1.0 2.656528e-01 0.440677
0.035688 0.607668 0.114594 0.061524 0.571818 0.532447 0.561659 1.0 1.236184e-02 0.322093
0.614007 0.789551 0.496523 0.119980 0.602727 0.635088 0.570601 0.0 2.391326e-01 0.385366
0.670612 0.005534 0.350148 0.070022 0.438815 0.351376 0.510273 1.0 1.028501e-01 0.289964
0.984172 0.554991 0.293414 0.133093 0.191029 0.290155 0.200503 1.0 8.015775e-02 0.322341
0.169079 0.098792 0.595447 0.977450 0.579472 0.599534 0.632888 1.0 3.028650e-01 0.454949
0.239208 0.554203 0.582849 0.855609 0.248835 0.446346 0.256216 0.0 3.160955e-01 0.445140
0.810274 0.215604 0.894246 0.903996 0.611584 0.357326 0.649728 0.0 6.986159e-01 0.650437
0.090232 0.248583 0.277747 0.093052 0.444072 0.572400 0.484960 0.0 6.786997e-02 0.257735
0.631389 0.846322 0.312888 0.053783 0.506187 0.373713 0.469787 0.0 9.592340e-02 0.339338
0.403812 0.008450 0.934167 0.765320 0.460681 0.429017 0.528909 0.0 7.321064e-01 0.693502
0.295153 0.544537 0.173591 0.137796 0.424654 0.252647 0.427602 0.0 2.802337e-02 0.300145
0.788305 0.610099 0.523300 0.710341 0.278041 0.415501 0.276650 1.0 2.573828e-01 0.490396
0.297121 0.647910 0.312986 0.135096 0.662858 0.672925 0.647607 0.0 9.272744e-02 0.285969
0.953412 0.238019 0.393802 0.149908 0.244697 0.742226 0.290817 1.0 1.361207e-01 0.296369
0.655177 0.412132 0.656134 0.715936 0.669289 0.542898 0.683809 1.0 3.903180e-01 0.519728
0.995037 0.787207 0.361878 0.011082 0.569762 0.277954 0.540004 1.0 1.269999e-01 0.352060
0.393416 0.530861 0.126943 0.148417 0.640726 0.578299 0.641277 0.0 1.495824e-02 0.182212
0.779190 0.515981 0.010694 0.119486 0.672990 0.497513 0.673600 0.0 1.085332e-04 0.241883
0.767972 0.025138 0.036391 0.019956 0.449286 0.297529 0.515780 0.0 1.123351e-03 0.163473
0.318223 0.812662 0.111640 0.040177 0.618932 0.458614 0.584034 0.0 1.216230e-02 0.224635
0.817263 0.965371 0.599354 0.962895 0.601316 0.165395 0.548415 1.0 3.589803e-01 0.629536
0.254042 0.429367 0.742545 0.893001 0.692387 0.435165 0.701955 1.0 5.014603e-01 0.545640
0.888951 0.712206 0.807205 0.965713 0.489430 0.439667 0.468593 1.0 6.234337e-01 0.729813
0.006010 0.824852 0.321964 0.147565 0.605003 0.421661 0.568424 1.0 1.011933e-01 0.356817
0.178727 0.133043 0.652521 0.804221 0.580155 0.322113 0.630123 0.0 3.661339e-01 0.456680
0.354161 1.000000 0.891253 0.715827 0.467744 0.588887 0.414093 0.0 7.982681e-01 0.800058
0.712579 0.044865 0.376785 0.090531 0.369627 0.353692 0.437355 1.0 1.200219e-01 0.287460
0.948422 0.124846 0.152967 0.070046 0.531647 0.552056 0.585658 1.0 2.011824e-02 0.239041
0.932890 0.790319 0.393653 0.034161 0.344671 0.675034 0.320679 0.0 1.503528e-01 0.326066
0.974155 0.950709 0.716325 0.700725 0.645259 0.235426 0.591183 0.0 5.114702e-01 0.535309
0.033923 0.060269 0.261921 0.059744 0.546130 0.500287 0.606837 0.0 5.819473e-02 0.200396
0.568796 0.820160 0.671895 0.976366 0.640151 0.420382 0.603119 0.0 4.401338e-01 0.564729
0.548857 0.449965 0.083717 0.025828 0.351573 0.352609 0.368758 0.0 6.418231e-03 0.176369
0.389277 0.308075 0.728448 0.873587 0.259224 0.288767 0.295809 0.0 4.718281e-01 0.544646
0.926073 0.648862 0.627859 0.885505 0.609241 0.362560 0.594800 0.0 3.730367e-01 0.468719
0.368663 0.049319 0.795637 0.768067 0.395318 0.464402 0.462838 1.0 5.354347e-01 0.585337
0.089007 0.777968 0.728513 0.971713 0.596204 0.370564 0.566807 0.0 5.136689e-01 0.657697
0.764920 0.229352 0.821554 0.922638 0.451255 0.336894 0.493943 1.0 5.912244e-01 0.599798
0.706754 0.441739 0.311472 0.079322 0.459256 0.153790 0.473790 0.0 8.848176e-02 0.260968
0.554190 0.799006 0.131823 0.034483 0.220060 0.517824 0.196593 0.0 1.691078e-02 0.226963
0.502387 0.849925 0.767019 0.846049 0.638960 0.344397 0.598076 0.0 5.764815e-01 0.651792
0.221579 0.236837 0.309174 0.128545 0.565695 0.840734 0.602746 1.0 8.390057e-02 0.289295
0.108688 0.048717 0.396911 0.095963 0.695578 0.451155 0.753567 0.0 1.332822e-01 0.230501
0.602827 0.843656 0.235198 0.112128 0.347495 0.374796 0.313854 1.0 5.419392e-02 0.332190
0.179823 0.922104 0.731242 0.753778 0.341842 0.465862 0.301474 1.0 5.304289e-01 0.706482
0.252621 0.199297 0.245336 0.066638 0.533961 0.341848 0.577973 1.0 5.246448e-02 0.311705
0.507580 0.919795 0.987129 0.707152 0.411229 0.249474 0.369239 0.0 9.661358e-01 0.834867
0.976235 0.772059 0.362778 0.009975 0.432014 0.332129 0.407049 0.0 1.272983e-01 0.311176
0.852479 0.727633 0.104259 0.030633 0.578318 0.673064 0.555656 1.0 1.045413e-02 0.276653
0.678358 0.950286 0.516070 0.810978 0.444065 0.203548 0.395269 0.0 2.654949e-01 0.454736
0.539640 0.314488 0.541404 0.959530 0.378394 0.560496 0.412361 0.0 2.609844e-01 0.414112
0.160260 0.542770 0.820019 0.986571 0.642821 0.693625 0.639163 0.0 6.243036e-01 0.653382
0.199825 0.718766 0.717328 0.680781 0.527944 0.618586 0.507472 0.0 4.929198e-01 0.551650
0.739300 0.224835 0.403449 0.044106 0.373355 0.483089 0.419043 0.0 1.425090e-01 0.264728
0.646631 0.885902 0.985695 0.747491 0.446534 0.252581 0.407911 0.0 9.578169e-01 0.856936
0.798404 0.262954 0.502055 0.855951 0.140502 0.389054 0.185366 0.0 2.222608e-01 0.383762
0.008416 0.036880 0.734698 0.887027 0.573705 0.506374 0.636232 0.0 4.554469e-01 0.459341
0.263892 0.693819 0.121060 0.128253 0.648476 0.235480 0.626114 1.0 1.400629e-02 0.272425
0.809995 0.444480 0.616604 0.985662 0.474779 0.160651 0.489708 0.0 3.467725e-01 0.455522
0.829950 0.750880 0.605770 0.680104 0.304791 0.353848 0.286408 0.0 3.535252e-01 0.509404
0.591415 0.495464 0.484574 0.025989 0.437085 0.292909 0.446517 1.0 2.161996e-01 0.386846
0.366018 0.787162 0.338060 0.003715 0.490851 0.387643 0.461582 0.0 1.108383e-01 0.283284
0.741883 0.387124 0.143149 0.136157 0.539220 0.215820 0.558400 1.0 1.852241e-02 0.287259
0.800103 0.695085 0.055659 0.077063 0.530799 0.594593 0.512578 0.0 2.969741e-03 0.204017
0.893785 0.418888 0.838492 0.672484 0.291969 0.294101 0.315721 0.0 6.381609e-01 0.667637
0.713563 0.042009 0.668310 0.691833 0.456163 0.585314 0.519996 0.0 3.772549e-01 0.442115
0.062201 0.849381 0.593982 0.964313 0.680990 0.425279 0.640489 0.0 3.457226e-01 0.533614
0.441432 0.885604 0.921479 0.889827 0.724636 0.339313 0.677049 0.0 8.370587e-01 0.830804
0.692687 0.997614 0.866136 0.823203 0.382478 0.457821 0.330338 0.0 7.536161e-01 0.768326
0.852851 0.440623 0.959950 0.773180 0.651967 0.516123 0.663313 0.0 8.397460e-01 0.757511
0.092666 0.645592 0.221249 0.029032 0.421577 0.414417 0.410905 0.0 4.633547e-02 0.252218
